carat,cut,color,clarity,depth,table,price
0.61,Good,E,SI2,63.1,56,1408
0.58,Very Good,I,VS2,61.7,54.1,1408
0.52,Very Good,G,VS2,61.9,59,1408
0.52,Very Good,D,SI1,60.5,61,1408
0.38,Very Good,E,IF,62.5,59,1409
0.71,Fair,J,SI2,65.5,61,1409
0.5,Good,F,VS2,60.9,64,1409
0.5,Premium,F,SI1,62.5,59,1409
0.55,Premium,F,SI1,60.2,58,1410
0.5,Very Good,H,VS1,63,56,1410
0.5,Good,G,VS2,63.2,57,1410
0.5,Premium,E,SI1,59.3,59,1410
0.55,Good,F,SI1,57,62,1410
0.55,Very Good,F,SI1,59.5,61,1410
0.5,Very Good,H,VS1,62.5,58,1410
0.62,Good,D,SI2,64,56,1410
0.62,Fair,D,SI2,64.6,57,1410
0.5,Very Good,H,VS2,61.2,55,1411
0.64,Fair,I,VS2,55.3,69,1411
0.59,Premium,F,SI1,61.7,60,1412
0.59,Very Good,G,SI1,63,57,1412
0.59,Very Good,F,SI1,61.7,57,1412
0.53,Premium,H,VS2,61.4,52,1412
0.46,Very Good,G,VVS1,61.7,60,1413
0.57,Very Good,D,SI2,62.9,57,1413
0.41,Premium,D,VVS1,62.2,58,1413
0.51,Very Good,H,VS2,60.8,58,1414
0.57,Premium,E,SI2,61.2,57,1414
0.57,Premium,H,VS2,60.1,61,1414
0.7,Premium,I,SI2,62.3,59,1415
0.35,Fair,G,VS2,65.9,54,1415
0.35,Fair,G,VS2,65.9,54,1415
0.53,Very Good,E,SI1,59.7,59,1415
0.53,Very Good,D,SI1,59.1,59,1415
0.53,Very Good,D,SI1,60.9,59,1415
0.5,Very Good,D,SI1,60.3,59,1415
0.5,Very Good,D,SI1,62.8,58,1415
0.54,Very Good,E,SI2,60.7,56.5,1415
0.62,Premium,J,VVS2,60.9,58,1415
0.5,Premium,I,VVS1,58.2,62,1415
0.5,Good,F,VS1,58,61,1415
0.55,Premium,G,SI1,61.3,59,1415
0.55,Premium,F,SI1,60.7,57,1415
0.5,Good,G,VS2,57.9,61,1415
0.5,Premium,E,SI1,62.3,58,1415
0.5,Premium,E,SI1,60.2,58,1415
0.5,Premium,E,SI1,60.7,61,1415
0.5,Premium,E,SI1,62,59,1415
0.5,Premium,E,SI1,63,58,1415
0.5,Good,E,SI1,63.8,55,1415
0.5,Premium,E,SI1,61.5,62,1415
0.5,Very Good,E,SI1,63.3,58,1415
0.5,Very Good,E,SI1,63.3,59,1415
0.5,Good,E,SI1,63.7,56,1415
0.5,Very Good,E,SI1,63.2,57,1415
0.5,Premium,G,VS2,61.5,57,1415
0.5,Premium,E,SI1,63,59,1415
0.5,Premium,G,VS2,60.2,60,1415
0.51,Very Good,G,VS2,59.1,60,1417
0.46,Very Good,E,VS1,60.3,59.2,1417
0.55,Very Good,E,SI1,64.2,55,1417
0.51,Very Good,F,VS2,63.2,58,1417
0.47,Very Good,F,VVS2,60.9,59,1418
0.59,Very Good,D,SI2,62.7,58,1419
0.5,Good,E,VS2,63.1,61,1419
0.52,Good,F,VS1,61,61,1419
0.52,Very Good,G,VS1,61.2,57,1420
0.51,Very Good,D,SI1,59.4,59,1420
0.5,Premium,E,VS2,60.1,61,1420
0.5,Premium,E,VS2,58.1,61,1420
0.7,Fair,G,SI2,69.3,60,1420
0.5,Premium,E,VS2,61.8,59,1420
0.38,Very Good,E,IF,59.5,57,1421
0.51,Premium,F,SI1,61.3,59,1421
0.51,Premium,F,SI1,61.4,59,1421
0.51,Premium,F,SI1,60.7,58,1421
0.51,Premium,F,SI1,60.5,59,1421
0.54,Premium,G,VS2,62.7,58,1422
0.54,Good,G,VS2,63.2,55,1422
0.54,Premium,E,SI1,61.4,60,1422
0.54,Good,G,VS2,63.6,56,1422
0.47,Very Good,D,VS1,59.5,61,1422
0.53,Good,E,VS2,58.6,62,1422
0.43,Premium,F,VVS1,61.5,56,1422
0.43,Premium,F,VVS1,60.3,58,1422
0.52,Very Good,G,VS2,62.4,60,1423
0.52,Very Good,G,VS2,59.2,57,1423
0.52,Very Good,G,VS2,62.6,58,1423
0.51,Good,D,SI1,63.3,57,1423
0.51,Very Good,F,VS2,63,57,1423
0.61,Good,D,SI2,59.8,62,1423
0.59,Very Good,F,SI1,63,56,1424
0.58,Very Good,E,SI1,61.5,58,1424
0.51,Good,E,VS2,61.1,65,1424
0.56,Very Good,F,SI1,63.9,59,1425
0.51,Very Good,D,SI1,60.4,61,1425
0.5,Very Good,H,VS1,64.6,56,1426
0.62,Very Good,E,SI2,63.4,56,1426
0.54,Very Good,E,VS2,62.6,60,1426
0.49,Good,F,VS1,63.6,59,1426
0.6,Premium,E,SI2,62,59,1426
0.51,Very Good,E,SI2,59.3,63,1427
0.59,Good,I,VVS2,57.8,61,1427
0.52,Good,F,SI1,65.5,66,1427
0.53,Premium,F,SI1,60.9,59,1428
0.6,Premium,D,SI2,61.3,61,1428
0.53,Premium,F,SI1,62,59,1428
0.53,Premium,H,VS2,59.4,59,1428
0.5,Very Good,H,VS1,62.5,59,1429
0.52,Very Good,D,SI1,61.6,58,1429
0.5,Good,G,VS1,57.5,56,1429
0.57,Premium,E,SI1,62.5,57,1429
0.51,Good,D,VS2,60.1,65,1430
0.51,Good,D,VS2,64.2,58,1430
0.49,Good,F,VS1,58.9,60.5,1430
0.58,Fair,G,VS2,65,56,1430
0.41,Premium,E,VVS1,60.7,58,1431
0.41,Premium,E,VVS1,62.9,59,1431
0.41,Premium,E,VVS1,62.2,58,1431
0.5,Premium,D,VS2,62.2,60,1431
0.5,Fair,D,VS2,66.9,57,1431
0.5,Fair,D,VS2,63.7,57,1431
0.59,Good,D,SI1,63.8,57,1431
0.53,Very Good,E,SI1,63.6,57,1432
0.56,Premium,H,VS2,62.2,60,1432
0.31,Very Good,E,SI1,61.2,58,507
0.31,Good,G,VS2,63.2,58,507
0.31,Good,E,SI1,63.4,55,507
0.31,Good,G,VS2,57.6,62,507
0.31,Very Good,E,SI1,58.7,60,507
0.34,Premium,D,SI2,59.2,59,507
0.34,Premium,G,SI1,59.7,59,507
0.34,Very Good,G,SI1,60.8,59,507
0.34,Very Good,D,SI2,60.7,61,507
0.34,Good,G,SI1,63.4,57,507
0.34,Premium,D,SI2,60.8,60,507
0.31,Very Good,E,SI1,63,58,507
0.34,Premium,D,SI2,60.6,60,507
0.34,Good,G,SI1,63.9,58,507
0.34,Very Good,G,SI1,61.5,56,507
0.46,Premium,F,VS1,60.5,58,1432
0.57,Very Good,G,SI1,61.1,57,1433
0.43,Premium,G,IF,60.9,59,1433
0.43,Very Good,E,VVS1,60.3,58,1433
0.43,Premium,G,IF,61.1,58,1433
0.43,Premium,G,IF,61.4,59,1433
0.43,Premium,G,IF,61,58,1433
0.43,Very Good,E,VVS1,61.2,56,1433
0.43,Premium,E,VVS1,59.5,58,1433
0.43,Very Good,E,VVS1,61.9,56,1433
0.5,Premium,F,VS2,60.6,61,1433
0.5,Good,F,VS2,63.6,58,1433
0.5,Premium,F,VS2,60.6,59,1433
0.5,Good,D,SI1,63.8,60,1433
0.5,Good,F,VS2,58.8,64,1433
0.5,Premium,D,SI1,60.3,58,1433
0.6,Premium,H,SI1,62,56,1433
0.6,Premium,G,SI2,60.8,58,1433
0.51,Good,E,SI1,63.6,58,1434
0.62,Fair,E,SI2,58.2,60,1435
0.53,Premium,G,VS2,59.9,60,1435
0.71,Fair,J,VS2,64.9,54,1435
0.5,Very Good,F,VS2,59.4,59,1436
0.5,Good,D,SI1,63.2,57,1436
0.56,Premium,F,SI1,60.8,58,1436
0.5,Very Good,D,SI1,61,61,1436
0.5,Very Good,D,SI1,58.8,60,1436
0.5,Very Good,D,SI1,60.8,63,1436
0.5,Good,F,VS2,63.2,56,1436
0.5,Good,F,VS2,63.3,57,1436
0.5,Very Good,F,VS2,62.9,57,1436
0.5,Premium,D,SI1,62.4,60,1436
0.5,Very Good,D,SI1,58.9,61,1436
0.5,Very Good,D,SI1,62.8,53,1436
0.5,Very Good,F,VS2,63,55,1436
0.5,Very Good,D,SI1,61.9,61,1436
0.5,Premium,F,VS2,62.3,58,1436
0.5,Very Good,F,VS2,60.6,58,1436
0.5,Good,F,VS2,63.3,57,1436
0.56,Very Good,F,SI1,62.9,56,1436
0.5,Premium,F,VS2,62.7,59,1436
0.5,Good,D,SI1,63.7,56,1436
0.5,Good,F,VS2,63.8,55,1436
0.5,Very Good,D,SI1,58.8,60,1436
0.5,Good,D,SI1,63.3,56,1436
0.5,Good,F,VS2,63.3,58,1436
0.5,Good,D,SI1,62.9,59,1436
0.5,Very Good,D,SI1,58.5,60,1436
0.5,Very Good,F,VS2,62.5,56,1436
0.5,Good,F,VS2,63.2,58,1436
0.5,Very Good,D,SI1,60.8,58,1436
0.5,Premium,F,VS2,62.2,59,1436
0.5,Very Good,F,VS2,63,58,1436
0.5,Premium,F,VS2,60.9,58,1436
0.5,Good,D,SI1,63.6,54,1436
0.5,Good,F,VS2,63.6,57,1436
0.5,Very Good,D,SI1,62,60,1436
0.5,Good,D,SI1,63.6,58,1436
0.5,Very Good,F,VS2,61.5,61,1436
0.5,Very Good,F,VS2,62.8,56,1436
0.51,Very Good,H,VS2,61.4,55.8,1436
0.51,Good,E,VS2,63.1,59,1436
0.67,Fair,I,VS2,57.2,70,1436
0.61,Very Good,F,SI2,62.9,56.6,1437
0.46,Premium,E,VS1,61.7,59,1437
0.46,Premium,E,VS1,61.9,58,1437
0.59,Premium,G,SI1,60.5,59,1437
0.45,Good,G,IF,59.6,61,1437
0.61,Fair,I,VS2,57.4,60.9,1437
0.51,Very Good,H,VS1,63.4,57,1437
0.51,Very Good,D,SI1,59.1,63,1437
0.52,Very Good,E,SI1,59.3,59,1438
0.51,Very Good,G,VS2,62.5,59,1438
0.51,Very Good,G,VS2,62.4,62,1438
0.51,Very Good,G,VS2,62.9,57,1438
0.51,Very Good,G,VS2,62.9,54,1438
0.51,Very Good,G,VS2,62.2,57,1438
0.51,Very Good,G,VS2,62.7,57,1438
0.51,Very Good,G,VS2,62.9,58,1438
0.51,Very Good,E,SI1,62.3,58,1438
0.51,Very Good,G,VS2,62.4,57,1438
0.51,Very Good,G,VS2,62.7,58,1438
0.51,Very Good,E,SI1,61.3,54,1438
0.51,Very Good,E,SI1,60.8,57,1438
0.51,Good,H,VS1,63.7,55,1438
0.51,Very Good,G,VS2,62.9,58,1438
0.51,Very Good,E,SI1,62.5,57,1438
0.51,Very Good,E,SI1,62.8,55,1438
0.51,Premium,G,VS2,61.2,60,1438
0.51,Very Good,E,SI1,62.8,56,1438
0.51,Premium,G,VS2,62.4,58,1438
0.51,Very Good,G,VS2,62.3,59,1438
0.58,Very Good,D,SI2,62.9,56,1438
0.61,Premium,I,VS2,61.8,56,1438
0.41,Premium,F,IF,62.6,58,1439
0.54,Premium,H,VS2,62.6,58,1439
0.54,Very Good,H,VS2,63.2,55,1439
0.54,Premium,G,SI1,61.6,58,1439
0.58,Premium,H,VS2,59.7,59,1439
0.58,Very Good,F,SI1,62.2,57,1440
0.56,Very Good,E,SI1,60.2,57,1440
0.54,Very Good,E,SI1,63.2,57,1440
0.63,Good,I,VS2,56.1,65,1440
0.53,Good,H,IF,61.2,65,1440
0.37,Fair,D,IF,61.2,57,1440
0.56,Premium,G,SI1,58.8,59,1441
0.56,Premium,G,SI1,60.2,59,1441
0.56,Very Good,F,SI1,63.2,56,1441
0.58,Very Good,F,SI1,59.4,58,1442
0.51,Very Good,D,SI1,63,58,1442
0.7,Good,J,SI1,64.3,56,1442
0.51,Very Good,G,VS2,63.4,55,1443
0.51,Premium,H,VS1,62.5,58,1443
0.51,Premium,G,VS2,61.3,59,1443
0.51,Premium,G,VS2,62.6,57,1443
0.51,Good,G,VS2,63.9,56,1443
0.51,Premium,E,SI1,61,58,1443
0.51,Premium,E,SI1,61.8,58,1443
0.51,Good,E,SI1,63.9,54,1443
0.51,Premium,E,SI1,62.8,61,1443
0.51,Very Good,E,SI1,63.5,54,1443
0.51,Good,E,SI1,63.9,56,1443
0.51,Very Good,E,SI1,63.2,61,1443
0.51,Premium,E,SI1,58.8,58,1443
0.51,Premium,E,SI1,60.3,56,1443
0.51,Very Good,G,VS2,63.5,57,1443
0.51,Good,F,VS2,63.1,59,1444
0.49,Premium,D,SI1,61.3,57,1444
0.59,Very Good,I,VS2,61.2,57,1445
0.59,Very Good,I,VS2,60.3,59,1445
0.55,Premium,G,VS2,62.7,60,1445
0.52,Very Good,G,VS2,63.7,56,1446
0.52,Very Good,G,VS2,60.2,56,1446
0.5,Very Good,E,VS2,63.6,59,1446
0.62,Very Good,H,SI1,60.1,61,1446
0.52,Very Good,D,SI1,63.2,57,1446
0.5,Fair,F,VS1,56.4,62,1446
0.52,Premium,G,VS2,60.9,58,1447
0.5,Good,F,VS2,62.8,61,1447
0.5,Good,F,VS2,61.3,61,1447
0.47,Good,E,VS1,58.3,61.2,1447
0.5,Good,D,SI1,60.5,57,1447
0.5,Very Good,I,VVS1,62.8,61,1448
0.55,Premium,G,VS2,59.6,59,1448
0.71,Very Good,F,I1,63.2,55,1448
0.53,Very Good,G,VS2,60.1,59,1449
0.6,Premium,D,SI2,62.3,59,1449
0.55,Very Good,F,SI1,63.3,58,1449
0.53,Very Good,G,VS2,62.5,56,1450
0.52,Very Good,G,VS2,63.3,57,1450
0.52,Premium,F,VS2,60.2,59,1451
0.5,Very Good,E,VS2,62.1,62,1451
0.46,Very Good,E,VS1,58.7,60,1452
0.52,Very Good,D,SI1,63.8,56,1452
0.59,Very Good,F,SI1,62.4,59,1452
0.58,Very Good,E,SI1,59.6,57,1453
0.5,Very Good,D,SI1,61.6,56,1454
0.27,Premium,G,VS2,62.4,59,509
0.39,Very Good,E,I1,62.8,57,511
0.25,Very Good,D,VVS2,64.2,55,512
0.25,Very Good,D,VVS2,63,56,512
0.25,Good,E,IF,65.6,54,512
0.35,Premium,I,SI2,60.9,58,512
0.3,Good,H,VS1,63.2,59,512
0.31,Good,F,SI1,63.2,56,512
0.23,Premium,E,VS2,62.4,60,513
0.23,Premium,E,VS1,61.8,60,513
0.38,Premium,J,SI1,61.3,59,513
0.28,Very Good,D,VS1,62.4,56,514
0.3,Good,G,VS2,58.5,64,515
0.3,Premium,D,SI1,62.1,59,515
0.3,Very Good,D,SI1,58.8,57,515
0.3,Good,D,SI1,63.4,54,515
0.3,Good,D,SI1,63.1,56,515
0.3,Good,D,SI1,63.4,55,515
0.31,Premium,F,SI1,62.7,58,516
0.31,Very Good,F,SI1,62.9,57,516
0.31,Good,F,SI1,63.5,56,516
0.31,Very Good,F,SI1,60.6,60,516
0.31,Very Good,F,SI1,60.7,58,516
0.31,Good,F,SI1,63.1,57,516
0.31,Good,F,SI1,63.1,55,516
0.31,Premium,F,SI1,60.5,60,516
0.26,Good,F,VVS2,60.4,61,517
0.32,Premium,H,SI2,61.8,55,517
0.32,Good,H,SI2,63.8,56,517
0.32,Very Good,H,SI2,63.1,56,517
0.23,Very Good,E,VVS1,62.9,59,518
0.27,Very Good,F,VS2,61.8,57,518
0.27,Very Good,F,VS1,62.5,56,518
0.27,Very Good,F,VS1,60.5,57,518
0.27,Very Good,E,VS1,61.8,55,518
0.29,Premium,F,SI1,62.4,58,518
0.36,Premium,E,SI2,61.5,61,518
0.36,Very Good,H,SI1,59.3,60,518
0.32,Very Good,H,SI2,60.4,59,393
0.32,Very Good,J,VS2,62.9,56,393
0.28,Very Good,H,VS2,59.7,60,394
0.28,Good,G,VS2,61.8,61,394
0.31,Premium,F,I1,62.9,59,394
0.21,Premium,E,SI2,61.9,56,394
0.3,Very Good,J,VS1,62.7,59,394
0.3,Premium,J,VS1,62.6,58,394
0.3,Very Good,F,SI2,62.3,58,394
0.3,Very Good,F,SI2,62.2,58,394
0.3,Good,J,VS1,63.4,57,394
0.3,Good,F,SI2,63.3,55,394
0.3,Premium,I,SI1,60.9,59,394
0.3,Good,G,SI2,63.7,54,394
0.3,Good,G,SI2,63.3,57,394
0.3,Good,I,SI1,63.5,57,394
0.3,Good,I,SI1,63.8,57,394
0.3,Premium,J,VS1,62.6,60,394
0.3,Good,J,VS1,63.4,55,394
0.3,Very Good,I,SI1,61.6,62,394
0.3,Very Good,G,SI2,58.1,61,394
0.3,Very Good,F,SI2,61.7,62,394
0.3,Premium,F,SI2,61.3,58,394
0.51,Premium,G,VS2,61.2,60,1546
0.51,Premium,G,VS2,62.4,57,1546
0.51,Premium,G,VS2,62.7,58,1546
0.51,Premium,G,VS2,62.2,57,1546
0.51,Premium,G,VS2,62.9,58,1546
0.51,Premium,G,VS2,62.3,59,1546
0.51,Premium,E,SI1,61.3,54,1546
0.51,Premium,E,SI1,60.8,57,1546
0.51,Premium,E,SI1,62.5,57,1546
0.51,Premium,E,SI1,62.3,58,1546
0.51,Premium,G,VS2,62.4,58,1546
0.5,Very Good,E,VS2,61.8,57,1547
0.72,Good,J,SI1,60.1,64,1547
0.42,Very Good,D,VVS1,62.8,56,1547
0.61,Premium,F,SI1,62.4,59,1547
0.97,Fair,G,I1,57.2,60,1547
0.53,Very Good,H,VVS2,61.3,61,1548
0.55,Very Good,H,VS2,62,55.2,1548
0.61,Very Good,G,SI1,59.7,63,1548
0.45,Good,F,VVS1,63.8,58,1548
0.45,Premium,D,VVS2,59.8,59,1548
0.51,Very Good,E,VS2,64.1,57,1549
0.51,Very Good,E,VS2,60,57,1549
0.51,Good,D,VS2,63.7,57,1549
0.52,Very Good,F,VS2,61.9,59,1550
0.52,Very Good,F,VS2,63.9,57,1550
0.5,Very Good,F,VS1,59.9,61,1550
0.5,Very Good,F,VS1,62.9,58,1550
0.59,Premium,E,SI1,58.7,57,1550
0.55,Very Good,E,SI1,61,61,1551
0.54,Premium,D,SI1,60,58,1551
0.54,Good,D,SI1,63.2,55,1551
0.54,Very Good,F,VS2,58.2,60,1551
0.55,Very Good,G,VS2,62.3,56,1551
0.55,Premium,E,SI1,61.2,59,1551
0.59,Very Good,H,VS2,61.8,56,1552
0.56,Premium,E,VS2,61.1,59,1552
0.62,Premium,G,SI1,62.6,60,1552
0.51,Very Good,F,VS2,63.1,59,1552
0.5,Very Good,D,VS2,63.7,56,1553
0.51,Very Good,E,VS2,61.2,60,1554
0.5,Very Good,E,VS1,61.6,59,1554
0.6,Very Good,F,SI1,62.4,56,1554
0.6,Very Good,F,SI1,60,61,1554
0.6,Very Good,G,SI1,61.1,57,1554
0.52,Good,E,VS2,63.3,56,1554
0.52,Very Good,G,VS1,59.1,60,1554
0.51,Good,E,VS2,59.2,62,1554
0.59,Very Good,G,SI1,59.3,58,1555
0.52,Very Good,D,VS2,60.9,58,1555
0.54,Premium,E,VS2,59.6,59,1555
0.54,Premium,F,SI1,60.4,58,1555
0.59,Very Good,G,VS2,62.8,56,1556
0.7,Good,I,SI2,63.2,60,1556
0.55,Premium,G,VS2,60.3,62,1556
0.5,Premium,I,VVS1,62.8,61,1556
0.55,Premium,G,VS2,59.6,59,1556
0.6,Very Good,H,VS2,60.8,60,1557
0.5,Very Good,F,VS1,61.9,62,1558
0.53,Premium,F,VS1,61.5,61,1558
0.54,Very Good,E,SI1,59.6,62,1559
0.55,Very Good,E,SI1,59.7,60,1559
0.5,Very Good,E,VS2,62.9,55,1559
0.5,Premium,E,VS2,62.7,59,1559
0.5,Very Good,E,VS2,62.9,60,1559
0.5,Very Good,E,VS2,62.8,60,1559
0.5,Premium,E,VS2,62,58,1559
0.5,Premium,G,VS1,60,59,1559
0.5,Premium,E,VS2,62.6,58,1559
0.5,Premium,E,VS2,62.1,62,1559
0.51,Very Good,G,VS1,63.3,56,1560
0.53,Very Good,H,VS1,63.3,56,1561
0.59,Very Good,H,VS1,62.4,58,1561
0.5,Very Good,E,VS2,60.2,60,1561
0.53,Good,E,VS2,63.5,59,1561
0.57,Good,D,SI1,59.3,61,1561
0.59,Premium,F,SI1,62.4,59,1561
0.51,Very Good,D,SI1,63.2,55,1562
0.5,Premium,E,SI1,61,61,1562
0.55,Very Good,G,VS2,61.6,56,1563
0.54,Very Good,G,VS1,64,59.5,1563
0.54,Good,F,VS2,60.6,61,1563
0.55,Good,F,VS2,62.8,63,1563
0.58,Good,D,SI2,56.7,60,1563
0.7,Fair,F,SI2,66.4,56,1564
0.6,Very Good,I,VVS2,63.7,57.4,1565
0.57,Very Good,G,VS2,60.7,58,1565
0.6,Very Good,G,SI1,63.1,57,1565
0.6,Very Good,G,SI1,63.5,59.9,1565
0.5,Very Good,D,VS2,61.1,58,1565
0.5,Good,F,VS2,60.9,60.4,1565
0.5,Good,G,VS1,61.9,61.5,1565
0.6,Good,G,SI1,61.3,61.2,1565
0.47,Very Good,E,VS1,61.8,58,1566
0.53,Premium,D,SI1,61.4,58,1566
0.58,Very Good,E,VS2,61.1,63,1566
0.51,Premium,E,VS2,61.5,60,1567
0.51,Premium,E,VS2,61.6,58,1567
0.71,Premium,H,SI2,61.7,59,1567
0.5,Very Good,E,VS2,62.4,57,1568
0.5,Very Good,H,VVS2,62.9,56,1569
0.5,Very Good,D,VS2,63.3,56,1569
0.5,Very Good,G,VS1,62.9,58,1569
0.51,Premium,D,SI1,60.1,60,1569
0.51,Very Good,D,SI1,60.9,59,1569
0.51,Very Good,D,SI1,61,60,1569
0.51,Premium,D,SI1,60.3,59,1569
0.51,Very Good,D,SI1,62.3,57,1569
0.51,Premium,F,VS2,62.1,58,1569
0.51,Premium,D,SI1,60.1,60,1569
0.51,Very Good,F,VS2,62.9,55,1569
0.51,Premium,D,SI1,61.6,58,1569
0.51,Very Good,D,SI1,62.8,56,1569
0.51,Very Good,F,VS2,62.9,57,1569
0.51,Good,F,VS2,63.2,56.5,1569
0.51,Very Good,F,VS2,61,58,1569
0.91,Fair,F,I1,67,62,1570
0.52,Very Good,E,VS2,62.8,58,1571
0.57,Premium,F,SI1,61.8,57,1571
0.57,Premium,F,SI1,60.7,58,1571
0.57,Premium,F,SI1,59.5,58,1571
0.57,Premium,F,SI1,62.7,59,1571
0.57,Premium,G,VS2,61.1,59,1571
0.46,Very Good,H,VVS1,62,56,1572
0.61,Very Good,I,VS2,62.4,57,1572
0.52,Very Good,H,VS1,63.5,58,1572
0.59,Premium,H,VS2,60.7,56,1572
0.59,Premium,D,SI2,61.2,60,1572
0.62,Premium,G,SI1,59.9,58,1572
0.59,Good,F,VS2,63.5,55,1573
0.51,Premium,D,SI1,62.7,59,1574
0.51,Premium,F,VS2,62.4,58,1574
0.51,Very Good,F,VS2,63.1,57,1574
0.51,Very Good,F,VS2,63.1,58,1574
0.51,Very Good,F,VS2,63.2,56,1574
0.51,Premium,F,VS2,62.3,60,1574
0.51,Very Good,F,VS2,63.5,56,1574
0.51,Premium,F,VS2,63,55,1574
0.51,Good,F,VS2,63.7,56,1574
0.51,Premium,D,SI1,62.3,61,1574
0.51,Very Good,D,SI1,63.5,55,1574
0.51,Good,D,SI1,63.6,57,1574
0.51,Premium,D,SI1,63,59,1574
0.51,Very Good,D,SI1,63.5,56,1574
0.51,Premium,F,VS2,60.1,59,1574
0.51,Premium,D,SI1,59.9,61,1574
0.53,Very Good,D,SI1,61.2,54,1576
0.52,Good,G,VS1,63.9,56,1576
0.52,Premium,E,VS2,62.5,60,1576
0.56,Very Good,H,VS2,61.8,54.1,1576
0.52,Premium,E,VS2,61.6,59,1576
0.52,Good,E,VS2,63.4,57,1576
0.51,Very Good,H,VVS2,62.2,61,1577
0.51,Very Good,E,VS2,63.6,59,1577
0.49,Premium,E,VS1,58.1,62,1577
0.52,Premium,H,VS1,61.4,57,1577
0.52,Very Good,G,VS2,63.2,58,1577
0.52,Premium,H,VS1,59.2,60,1577
0.52,Very Good,I,VVS1,63.1,58,1577
0.52,Premium,G,VS2,62.1,58,1577
0.52,Premium,G,VS2,62.4,56,1577
0.52,Premium,G,VS2,62,58,1577
0.52,Premium,G,VS2,61,60,1577
0.52,Premium,G,VS2,61.7,58,1577
0.52,Premium,E,SI1,59.8,61,1577
0.52,Premium,E,SI1,62.3,59,1577
0.6,Premium,E,SI1,63,60,1577
0.5,Fair,F,VS1,65,55,1577
0.53,Very Good,F,VS2,63.2,58,1578
0.56,Very Good,D,SI1,63.9,56,1578
0.56,Very Good,D,SI1,62.5,58,1578
0.53,Premium,E,VS2,61.4,58,1579
0.62,Premium,E,SI2,61.1,59,1579
0.62,Premium,E,SI2,61.1,59,1579
0.72,Premium,J,SI1,60.9,57,1579
0.33,Premium,H,SI2,61.2,57,520
0.3,Premium,D,SI1,62.5,59,520
0.34,Very Good,H,VS2,60,58,521
0.33,Very Good,G,SI1,61.2,56,521
0.34,Very Good,G,SI1,63.4,57,521
0.31,Good,H,SI1,64,54,521
0.31,Premium,I,VS2,59.3,59,521
0.33,Very Good,H,VS2,62,59,521
0.33,Premium,H,VS2,61.7,59,521
0.33,Premium,I,VS1,61.1,59,521
0.33,Good,I,VS1,63.2,57,521
0.33,Premium,H,VS2,62.4,58,521
0.33,Very Good,H,VS2,62.8,59,521
0.3,Good,D,VS2,63.6,54,521
0.33,Premium,I,VS1,59.5,60,521
0.33,Premium,I,VS1,62.7,58,521
0.33,Good,I,VS1,63.1,56,521
0.33,Premium,I,VS1,61.6,60,521
0.33,Premium,H,VS2,61.3,60,521
0.33,Premium,H,VS2,62.3,58,521
0.33,Very Good,H,VS2,61.4,58,521
0.33,Very Good,H,VS2,62.2,57,521
0.24,Very Good,D,VVS2,59.5,62,521
0.24,Very Good,E,VVS1,60.3,61,521
0.72,Premium,J,SI1,60.4,61,1579
0.5,Very Good,D,VS2,63.8,56,1580
0.5,Very Good,G,VS1,63.2,59,1580
0.56,Very Good,G,VS2,62.5,57,1580
0.56,Very Good,H,VS1,62.8,56,1580
0.56,Very Good,G,VS2,60.9,58,1580
0.55,Very Good,D,SI1,61.6,56,1580
0.56,Very Good,I,VVS1,62.4,56,1580
0.7,Very Good,I,SI2,62.5,58,1580
0.55,Premium,F,VS2,62.2,58,1580
0.55,Premium,D,SI1,62.7,59,1580
0.4,Premium,E,IF,61.3,58,1580
0.52,Very Good,F,VS2,60.4,56,1581
0.52,Very Good,G,VS1,61.8,58,1581
0.5,Premium,E,VS2,60.7,59,1581
0.5,Premium,E,VS2,60.5,60,1581
0.67,Good,J,VS1,64.2,55.6,1581
0.41,Premium,D,VVS1,61.6,58,1582
0.41,Premium,D,VVS1,62.3,53,1582
0.54,Very Good,D,VS2,61.1,59,1583
0.51,Very Good,E,VS1,58.1,60,1583
0.5,Premium,E,VS2,61,59,1583
0.5,Premium,G,VS1,62.5,60,1583
0.5,Very Good,E,VS2,63.4,58,1583
0.5,Premium,E,VS2,63,58,1583
0.5,Premium,G,VS1,60.9,59,1583
0.5,Very Good,E,VS2,62.9,56,1584
0.43,Premium,D,VVS1,59.6,58,1584
0.56,Premium,H,VS1,60.1,58,1585
0.58,Premium,F,VS2,62.2,55,1586
0.55,Very Good,E,SI1,58.5,65,1587
0.49,Very Good,H,VVS2,62.3,57,1588
0.51,Very Good,G,VS1,61,56,1588
0.75,Premium,J,SI2,62.9,56,1588
0.5,Premium,D,SI1,63,60,1588
0.61,Premium,H,SI1,61.2,58,1588
0.72,Premium,G,SI2,60.6,61,1588
0.55,Very Good,E,VS2,58.1,62,1589
0.5,Good,D,VS2,64,56,1589
0.61,Very Good,H,VS2,63.3,57.5,1590
0.56,Very Good,G,VS2,63.4,58,1590
0.51,Good,G,VS1,63.4,57,1590
0.51,Premium,E,VS2,62.5,60,1590
0.51,Very Good,E,VS2,63,59,1590
0.59,Premium,D,SI2,62.6,61,1590
0.57,Premium,E,SI1,62.2,55,1590
0.59,Premium,H,VS2,60.2,60,1590
0.52,Very Good,F,VS2,61.1,56,1591
0.51,Premium,G,VS1,61,58,1591
0.53,Good,G,VS1,63.8,56,1591
